2020/10/17 10:59:34 [error] 6#6: *6 open() "/usr/share/nginx/html/payed/test" failed (2: No such file or directory), client: 192.168.56.1, server: localhost, request: "GET /payed/test HTTP/1.1", host: "nhkjxu.natappfree.cc"
2020/11/02 11:13:42 [error] 6#6: *463 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:16:59 [error] 6#6: *562 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:16:59 [error] 6#6: *562 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:16:59 [error] 6#6: *562 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:16:59 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:00 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:00 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:00 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:00 [error] 6#6: *562 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *562 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *562 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *562 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *562 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:01 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:02 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:03 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:03 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:03 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:03 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:03 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:03 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:03 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:03 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:04 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:04 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:04 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:04 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:04 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:04 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:04 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:04 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:15 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:15 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:15 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:15 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:16 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:16 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:16 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:16 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:19 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:19 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:19 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:19 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:20 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:20 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:20 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:20 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:21 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:21 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:22 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:22 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:22 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:22 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:23 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:23 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:23 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:23 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:23 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:23 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:23 [error] 6#6: *570 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:17:23 [error] 6#6: *563 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:19:30 [error] 6#6: *620 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:19:30 [error] 6#6: *620 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:19:30 [error] 6#6: *620 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:19:30 [error] 6#6: *621 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/11/02 11:32:08 [error] 6#6: *853 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/02 11:32:08 [error] 6#6: *853 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/02 11:32:08 [error] 6#6: *853 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/02 11:32:08 [error] 6#6: *853 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/02 11:32:09 [error] 6#6: *853 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/02 11:32:09 [error] 6#6: *854 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/02 11:32:09 [error] 6#6: *854 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/02 11:32:37 [error] 6#6: *863 open() "/usr/share/nginx/html/static/search/img/5919637an271a1301.jpg" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/search/img/5919637an271a1301.jpg HTTP/1.1", host: "search.gulimall.com", referrer: "http://search.gulimall.com/search.html?catalog3Id=225"
2020/11/02 11:32:37 [error] 6#6: *864 open() "/usr/share/nginx/html/static/search/img/599a806bn9d829c1c.jpg" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/search/img/599a806bn9d829c1c.jpg HTTP/1.1", host: "search.gulimall.com", referrer: "http://search.gulimall.com/search.html?catalog3Id=225"
